img_name,x,y,w,h
Grasp1/color/Color_0030.bmp,269.0,190.0,248.0,248.0
Grasp1/color/Color_0031.bmp,268.0,196.0,248.0,248.0
Grasp1/color/Color_0032.bmp,268.0,197.0,248.0,248.0
Grasp1/color/Color_0033.bmp,267.0,202.0,248.0,248.0
Grasp1/color/Color_0034.bmp,267.0,203.0,248.0,248.0
Grasp1/color/Color_0035.bmp,267.0,203.0,248.0,248.0
Grasp1/color/Color_0036.bmp,267.0,207.0,248.0,248.0
Grasp1/color/Color_0037.bmp,267.0,211.0,248.0,248.0
Grasp1/color/Color_0038.bmp,267.0,211.0,248.0,248.0
Grasp1/color/Color_0039.bmp,266.0,213.0,248.0,248.0
Grasp1/color/Color_0040.bmp,266.0,214.0,248.0,248.0
Grasp1/color/Color_0041.bmp,266.0,213.0,248.0,248.0
Grasp1/color/Color_0042.bmp,267.0,215.0,248.0,248.0
Grasp1/color/Color_0043.bmp,266.0,215.0,248.0,248.0
Grasp1/color/Color_0044.bmp,266.0,218.0,248.0,248.0
Grasp1/color/Color_0045.bmp,266.0,217.0,248.0,248.0
Grasp1/color/Color_0046.bmp,266.0,217.0,248.0,248.0
Grasp1/color/Color_0047.bmp,266.0,219.0,248.0,248.0
Grasp1/color/Color_0048.bmp,266.0,219.0,248.0,248.0
Grasp1/color/Color_0049.bmp,265.0,220.0,248.0,248.0
Grasp1/color/Color_0050.bmp,265.0,220.0,248.0,248.0
Grasp1/color/Color_0051.bmp,263.0,221.0,248.0,248.0
Grasp1/color/Color_0052.bmp,264.0,221.0,248.0,248.0
Grasp1/color/Color_0053.bmp,263.0,224.0,248.0,248.0
Grasp1/color/Color_0054.bmp,262.0,223.0,248.0,248.0
Grasp1/color/Color_0055.bmp,260.0,225.0,248.0,248.0
Grasp1/color/Color_0056.bmp,260.0,225.0,248.0,248.0
Grasp1/color/Color_0057.bmp,260.0,225.0,248.0,248.0
Grasp1/color/Color_0058.bmp,258.0,227.0,248.0,248.0
Grasp1/color/Color_0059.bmp,258.0,227.0,248.0,248.0
Grasp1/color/Color_0060.bmp,258.0,227.0,248.0,248.0
Grasp1/color/Color_0061.bmp,258.0,228.0,248.0,248.0
Grasp1/color/Color_0062.bmp,259.0,230.0,248.0,248.0
Grasp1/color/Color_0063.bmp,259.0,230.0,248.0,248.0
Grasp1/color/Color_0064.bmp,258.0,230.0,248.0,248.0
Grasp1/color/Color_0065.bmp,258.0,231.0,248.0,248.0
Grasp1/color/Color_0066.bmp,258.0,231.0,248.0,248.0
Grasp1/color/Color_0067.bmp,257.0,232.0,248.0,248.0
Grasp1/color/Color_0068.bmp,257.0,232.0,248.0,248.0
Grasp1/color/Color_0069.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0070.bmp,258.0,233.0,248.0,248.0
Grasp1/color/Color_0071.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0072.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0073.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0074.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0075.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0076.bmp,257.0,233.0,248.0,248.0
Grasp1/color/Color_0077.bmp,257.0,232.0,248.0,248.0
Grasp1/color/Color_0078.bmp,255.0,232.0,248.0,248.0
Grasp1/color/Color_0079.bmp,255.0,232.0,248.0,248.0
Grasp1/color/Color_0080.bmp,256.0,232.0,248.0,248.0
Grasp1/color/Color_0081.bmp,256.0,231.0,248.0,248.0
Grasp1/color/Color_0082.bmp,256.0,231.0,248.0,248.0
Grasp1/color/Color_0083.bmp,256.0,230.0,248.0,248.0
Grasp1/color/Color_0084.bmp,256.0,231.0,248.0,248.0
Grasp1/color/Color_0085.bmp,257.0,230.0,248.0,248.0
Grasp1/color/Color_0086.bmp,257.0,230.0,248.0,248.0
Grasp1/color/Color_0087.bmp,257.0,230.0,248.0,248.0
Grasp1/color/Color_0088.bmp,257.0,228.0,248.0,248.0
Grasp1/color/Color_0089.bmp,257.0,228.0,248.0,248.0
Grasp1/color/Color_0090.bmp,258.0,226.0,248.0,248.0
Grasp1/color/Color_0091.bmp,258.0,226.0,248.0,248.0
Grasp1/color/Color_0092.bmp,259.0,226.0,248.0,248.0
Grasp1/color/Color_0093.bmp,260.0,223.0,248.0,248.0
Grasp1/color/Color_0094.bmp,260.0,223.0,248.0,248.0
Grasp1/color/Color_0095.bmp,260.0,220.0,248.0,248.0
Grasp1/color/Color_0096.bmp,261.0,220.0,248.0,248.0
Grasp1/color/Color_0097.bmp,261.0,216.0,248.0,248.0
Grasp1/color/Color_0098.bmp,261.0,216.0,248.0,248.0
Grasp1/color/Color_0099.bmp,261.0,216.0,248.0,248.0
Grasp1/color/Color_0100.bmp,262.0,212.0,248.0,248.0
Grasp1/color/Color_0101.bmp,262.0,212.0,248.0,248.0
Grasp1/color/Color_0102.bmp,262.0,208.0,248.0,248.0
Grasp1/color/Color_0103.bmp,262.0,208.0,248.0,248.0
Grasp1/color/Color_0104.bmp,262.0,208.0,248.0,248.0
Grasp1/color/Color_0105.bmp,262.0,204.0,248.0,248.0
Grasp1/color/Color_0106.bmp,262.0,204.0,248.0,248.0
Grasp1/color/Color_0107.bmp,262.0,201.0,248.0,248.0
Grasp1/color/Color_0108.bmp,262.0,198.0,248.0,248.0
Grasp1/color/Color_0109.bmp,262.0,198.0,248.0,248.0
Grasp1/color/Color_0110.bmp,262.0,195.0,248.0,248.0
Grasp1/color/Color_0111.bmp,262.0,195.0,248.0,248.0
Grasp1/color/Color_0112.bmp,261.0,191.0,248.0,248.0
Grasp1/color/Color_0113.bmp,261.0,189.0,248.0,248.0
Grasp1/color/Color_0114.bmp,261.0,189.0,248.0,248.0
Grasp1/color/Color_0115.bmp,261.0,189.0,248.0,248.0
Grasp1/color/Color_0116.bmp,261.0,187.0,248.0,248.0
Grasp1/color/Color_0117.bmp,261.0,187.0,248.0,248.0
Grasp1/color/Color_0118.bmp,262.0,185.0,248.0,248.0
Grasp1/color/Color_0119.bmp,262.0,185.0,248.0,248.0
Grasp1/color/Color_0120.bmp,262.0,185.0,248.0,248.0
Grasp1/color/Color_0121.bmp,262.0,183.0,248.0,248.0
Grasp1/color/Color_0122.bmp,262.0,183.0,248.0,248.0
Grasp1/color/Color_0123.bmp,263.0,182.0,248.0,248.0
Grasp1/color/Color_0124.bmp,263.0,182.0,248.0,248.0
Grasp1/color/Color_0125.bmp,264.0,181.0,248.0,248.0
Grasp1/color/Color_0126.bmp,264.0,181.0,248.0,248.0
Grasp1/color/Color_0127.bmp,265.0,179.0,248.0,248.0
Grasp1/color/Color_0128.bmp,266.0,180.0,248.0,248.0
Grasp1/color/Color_0129.bmp,267.0,179.0,248.0,248.0
Grasp1/color/Color_0130.bmp,266.0,179.0,248.0,248.0
Grasp1/color/Color_0131.bmp,267.0,179.0,248.0,248.0
Grasp1/color/Color_0132.bmp,267.0,178.0,248.0,248.0
Grasp1/color/Color_0133.bmp,267.0,178.0,248.0,248.0
Grasp1/color/Color_0134.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0135.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0136.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0137.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0138.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0139.bmp,266.0,176.0,248.0,248.0
Grasp1/color/Color_0140.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0141.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0142.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0143.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0144.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0145.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0146.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0147.bmp,268.0,176.0,248.0,248.0
Grasp1/color/Color_0148.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0149.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0150.bmp,268.0,176.0,248.0,248.0
Grasp1/color/Color_0151.bmp,268.0,176.0,248.0,248.0
Grasp1/color/Color_0152.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0153.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0154.bmp,267.0,176.0,248.0,248.0
Grasp1/color/Color_0155.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0156.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0157.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0158.bmp,267.0,177.0,248.0,248.0
Grasp1/color/Color_0159.bmp,268.0,178.0,248.0,248.0
Grasp1/color/Color_0160.bmp,268.0,178.0,248.0,248.0
Grasp1/color/Color_0161.bmp,268.0,178.0,248.0,248.0
Grasp1/color/Color_0162.bmp,269.0,179.0,248.0,248.0
Grasp1/color/Color_0163.bmp,269.0,180.0,248.0,248.0
Grasp1/color/Color_0164.bmp,269.0,180.0,248.0,248.0
Grasp1/color/Color_0165.bmp,269.0,181.0,248.0,248.0
Grasp1/color/Color_0166.bmp,269.0,180.0,248.0,248.0
Grasp1/color/Color_0167.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0168.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0169.bmp,271.0,182.0,248.0,248.0
Grasp1/color/Color_0170.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0171.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0172.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0173.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0174.bmp,269.0,182.0,248.0,248.0
Grasp1/color/Color_0175.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0176.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0177.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0178.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0179.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0180.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0181.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0182.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0183.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0184.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0185.bmp,270.0,182.0,248.0,248.0
Grasp1/color/Color_0186.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0187.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0188.bmp,270.0,181.0,248.0,248.0
Grasp1/color/Color_0189.bmp,270.0,180.0,248.0,248.0
Grasp1/color/Color_0190.bmp,270.0,180.0,248.0,248.0
Grasp1/color/Color_0191.bmp,270.0,180.0,248.0,248.0
Grasp1/color/Color_0192.bmp,269.0,179.0,248.0,248.0
Grasp1/color/Color_0193.bmp,269.0,179.0,248.0,248.0
Grasp1/color/Color_0194.bmp,268.0,179.0,248.0,248.0
Grasp1/color/Color_0195.bmp,267.0,178.0,248.0,248.0
Grasp1/color/Color_0196.bmp,266.0,178.0,248.0,248.0
Grasp1/color/Color_0197.bmp,266.0,178.0,248.0,248.0
Grasp1/color/Color_0198.bmp,263.0,178.0,248.0,248.0
Grasp1/color/Color_0199.bmp,263.0,178.0,248.0,248.0
Grasp1/color/Color_0200.bmp,260.0,178.0,248.0,248.0
Grasp1/color/Color_0201.bmp,260.0,178.0,248.0,248.0
Grasp1/color/Color_0202.bmp,257.0,179.0,248.0,248.0
Grasp1/color/Color_0203.bmp,257.0,179.0,248.0,248.0
Grasp1/color/Color_0204.bmp,257.0,179.0,248.0,248.0
Grasp1/color/Color_0205.bmp,253.0,179.0,248.0,248.0
Grasp1/color/Color_0206.bmp,253.0,179.0,248.0,248.0
Grasp1/color/Color_0207.bmp,249.0,177.0,248.0,248.0
Grasp1/color/Color_0208.bmp,249.0,177.0,248.0,248.0
Grasp1/color/Color_0209.bmp,249.0,178.0,248.0,248.0
Grasp1/color/Color_0210.bmp,245.0,177.0,248.0,248.0
Grasp1/color/Color_0211.bmp,244.0,177.0,248.0,248.0
Grasp1/color/Color_0212.bmp,241.0,176.0,248.0,248.0
Grasp1/color/Color_0213.bmp,241.0,176.0,248.0,248.0
Grasp1/color/Color_0214.bmp,241.0,176.0,248.0,248.0
Grasp1/color/Color_0215.bmp,237.0,174.0,248.0,248.0
Grasp1/color/Color_0216.bmp,237.0,175.0,248.0,248.0
Grasp1/color/Color_0217.bmp,233.0,174.0,248.0,248.0
Grasp1/color/Color_0218.bmp,233.0,174.0,248.0,248.0
Grasp1/color/Color_0219.bmp,229.0,174.0,248.0,248.0
Grasp1/color/Color_0220.bmp,228.0,174.0,248.0,248.0
Grasp1/color/Color_0221.bmp,228.0,174.0,248.0,248.0
Grasp1/color/Color_0222.bmp,224.0,175.0,248.0,248.0
Grasp1/color/Color_0223.bmp,219.0,176.0,248.0,248.0
Grasp1/color/Color_0224.bmp,218.0,176.0,248.0,248.0
Grasp1/color/Color_0225.bmp,218.0,176.0,248.0,248.0
Grasp1/color/Color_0226.bmp,212.0,176.0,248.0,248.0
Grasp1/color/Color_0227.bmp,212.0,176.0,248.0,248.0
Grasp1/color/Color_0228.bmp,208.0,178.0,248.0,248.0
Grasp1/color/Color_0229.bmp,207.0,178.0,248.0,248.0
Grasp1/color/Color_0230.bmp,203.0,179.0,248.0,248.0
Grasp1/color/Color_0231.bmp,203.0,179.0,248.0,248.0
Grasp1/color/Color_0232.bmp,200.0,181.0,248.0,248.0
Grasp1/color/Color_0233.bmp,200.0,181.0,248.0,248.0
Grasp1/color/Color_0234.bmp,196.0,182.0,248.0,248.0
Grasp1/color/Color_0235.bmp,196.0,182.0,248.0,248.0
Grasp1/color/Color_0236.bmp,197.0,182.0,248.0,248.0
Grasp1/color/Color_0237.bmp,194.0,184.0,248.0,248.0
Grasp1/color/Color_0238.bmp,191.0,185.0,248.0,248.0
Grasp1/color/Color_0239.bmp,190.0,184.0,248.0,248.0
Grasp1/color/Color_0240.bmp,191.0,185.0,248.0,248.0
Grasp1/color/Color_0241.bmp,188.0,178.0,264.0,264.0
Grasp1/color/Color_0242.bmp,186.0,178.0,264.0,264.0
Grasp1/color/Color_0243.bmp,186.0,179.0,264.0,264.0
Grasp1/color/Color_0244.bmp,184.0,181.0,264.0,264.0
Grasp1/color/Color_0245.bmp,184.0,181.0,264.0,264.0
Grasp1/color/Color_0246.bmp,184.0,181.0,264.0,264.0
Grasp1/color/Color_0247.bmp,183.0,184.0,264.0,264.0
Grasp1/color/Color_0248.bmp,183.0,184.0,264.0,264.0
Grasp1/color/Color_0249.bmp,183.0,188.0,264.0,264.0
Grasp1/color/Color_0250.bmp,182.0,187.0,264.0,264.0
Grasp1/color/Color_0251.bmp,162.0,193.0,264.0,264.0
Grasp1/color/Color_0252.bmp,161.0,192.0,264.0,264.0
Grasp1/color/Color_0253.bmp,159.0,196.0,264.0,264.0
Grasp1/color/Color_0254.bmp,159.0,197.0,264.0,264.0
Grasp1/color/Color_0255.bmp,160.0,202.0,264.0,264.0
Grasp1/color/Color_0256.bmp,161.0,203.0,264.0,264.0
Grasp1/color/Color_0257.bmp,158.0,207.0,264.0,264.0
Grasp1/color/Color_0258.bmp,158.0,207.0,264.0,264.0
Grasp1/color/Color_0259.bmp,156.0,210.0,264.0,264.0
Grasp1/color/Color_0260.bmp,156.0,210.0,264.0,264.0
Grasp1/color/Color_0261.bmp,153.0,213.0,264.0,264.0
Grasp1/color/Color_0262.bmp,153.0,213.0,264.0,264.0
Grasp1/color/Color_0263.bmp,153.0,214.0,264.0,264.0
Grasp1/color/Color_0264.bmp,151.0,216.0,264.0,264.0
Grasp1/color/Color_0265.bmp,151.0,216.0,264.0,264.0
Grasp1/color/Color_0266.bmp,148.0,218.0,264.0,264.0
Grasp1/color/Color_0267.bmp,149.0,218.0,264.0,264.0
Grasp1/color/Color_0268.bmp,147.0,220.0,264.0,264.0
Grasp1/color/Color_0269.bmp,147.0,220.0,264.0,264.0
Grasp1/color/Color_0270.bmp,147.0,220.0,264.0,264.0
Grasp1/color/Color_0271.bmp,145.0,220.0,264.0,264.0
Grasp1/color/Color_0272.bmp,146.0,221.0,264.0,264.0
Grasp1/color/Color_0273.bmp,145.0,221.0,264.0,264.0
Grasp1/color/Color_0274.bmp,145.0,221.0,264.0,264.0
Grasp1/color/Color_0275.bmp,145.0,222.0,264.0,264.0
Grasp1/color/Color_0276.bmp,145.0,222.0,264.0,264.0
Grasp1/color/Color_0277.bmp,145.0,223.0,264.0,264.0
Grasp1/color/Color_0278.bmp,147.0,224.0,264.0,264.0
Grasp1/color/Color_0279.bmp,144.0,224.0,264.0,264.0
Grasp1/color/Color_0280.bmp,146.0,224.0,264.0,264.0
Grasp1/color/Color_0281.bmp,143.0,224.0,264.0,264.0
Grasp1/color/Color_0282.bmp,143.0,224.0,264.0,264.0
Grasp1/color/Color_0283.bmp,144.0,224.0,264.0,264.0
Grasp1/color/Color_0284.bmp,144.0,225.0,264.0,264.0
Grasp1/color/Color_0285.bmp,143.0,224.0,264.0,264.0
Grasp1/color/Color_0286.bmp,144.0,224.0,264.0,264.0
Grasp1/color/Color_0287.bmp,144.0,224.0,264.0,264.0
Grasp1/color/Color_0288.bmp,144.0,224.0,264.0,264.0
Grasp1/color/Color_0289.bmp,146.0,223.0,264.0,264.0
Grasp1/color/Color_0290.bmp,145.0,223.0,264.0,264.0
Grasp1/color/Color_0291.bmp,146.0,221.0,264.0,264.0
Grasp1/color/Color_0292.bmp,146.0,221.0,264.0,264.0
Grasp1/color/Color_0293.bmp,146.0,221.0,264.0,264.0
Grasp1/color/Color_0294.bmp,147.0,219.0,264.0,264.0
Grasp1/color/Color_0295.bmp,148.0,217.0,264.0,264.0
Grasp1/color/Color_0296.bmp,148.0,217.0,264.0,264.0
Grasp1/color/Color_0297.bmp,149.0,213.0,264.0,264.0
Grasp1/color/Color_0298.bmp,149.0,213.0,264.0,264.0
Grasp1/color/Color_0299.bmp,149.0,213.0,264.0,264.0
Grasp1/color/Color_0300.bmp,151.0,208.0,264.0,264.0
Grasp1/color/Color_0301.bmp,151.0,208.0,264.0,264.0
Grasp1/color/Color_0302.bmp,151.0,203.0,264.0,264.0
Grasp1/color/Color_0303.bmp,151.0,203.0,264.0,264.0
Grasp1/color/Color_0304.bmp,151.0,203.0,264.0,264.0
Grasp1/color/Color_0305.bmp,151.0,197.0,264.0,264.0
Grasp1/color/Color_0306.bmp,153.0,191.0,264.0,264.0
Grasp1/color/Color_0307.bmp,153.0,191.0,264.0,264.0
Grasp1/color/Color_0308.bmp,153.0,186.0,264.0,264.0
Grasp1/color/Color_0309.bmp,153.0,186.0,264.0,264.0
Grasp1/color/Color_0310.bmp,153.0,186.0,264.0,264.0
Grasp1/color/Color_0311.bmp,155.0,184.0,264.0,264.0
Grasp1/color/Color_0312.bmp,154.0,182.0,264.0,264.0
Grasp1/color/Color_0313.bmp,155.0,180.0,264.0,264.0
Grasp1/color/Color_0314.bmp,155.0,180.0,264.0,264.0
Grasp1/color/Color_0315.bmp,155.0,178.0,264.0,264.0
Grasp1/color/Color_0316.bmp,154.0,174.0,264.0,264.0
Grasp1/color/Color_0317.bmp,152.0,171.0,264.0,264.0
Grasp1/color/Color_0318.bmp,152.0,170.0,264.0,264.0
Grasp1/color/Color_0319.bmp,153.0,165.0,264.0,264.0
Grasp1/color/Color_0320.bmp,153.0,165.0,264.0,264.0
Grasp1/color/Color_0321.bmp,154.0,165.0,264.0,264.0
Grasp1/color/Color_0322.bmp,154.0,159.0,264.0,264.0
Grasp1/color/Color_0323.bmp,153.0,160.0,264.0,264.0
Grasp1/color/Color_0324.bmp,155.0,157.0,264.0,264.0
Grasp1/color/Color_0325.bmp,154.0,156.0,264.0,264.0
Grasp1/color/Color_0326.bmp,155.0,153.0,264.0,264.0
Grasp1/color/Color_0327.bmp,155.0,154.0,264.0,264.0
Grasp1/color/Color_0328.bmp,155.0,153.0,264.0,264.0
Grasp1/color/Color_0329.bmp,156.0,150.0,264.0,264.0
Grasp1/color/Color_0330.bmp,156.0,149.0,264.0,264.0
Grasp1/color/Color_0331.bmp,157.0,147.0,264.0,264.0
Grasp1/color/Color_0332.bmp,156.0,147.0,264.0,264.0
Grasp1/color/Color_0333.bmp,158.0,145.0,264.0,264.0
Grasp1/color/Color_0334.bmp,159.0,146.0,264.0,264.0
Grasp1/color/Color_0335.bmp,160.0,143.0,264.0,264.0
Grasp1/color/Color_0336.bmp,160.0,142.0,264.0,264.0
Grasp1/color/Color_0337.bmp,160.0,142.0,264.0,264.0
Grasp1/color/Color_0338.bmp,161.0,141.0,264.0,264.0
Grasp1/color/Color_0339.bmp,161.0,141.0,264.0,264.0
Grasp1/color/Color_0340.bmp,162.0,140.0,264.0,264.0
Grasp1/color/Color_0341.bmp,162.0,140.0,264.0,264.0
Grasp1/color/Color_0342.bmp,162.0,140.0,264.0,264.0
Grasp1/color/Color_0343.bmp,162.0,140.0,264.0,264.0
Grasp1/color/Color_0344.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0345.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0346.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0347.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0348.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0349.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0350.bmp,161.0,139.0,264.0,264.0
Grasp1/color/Color_0351.bmp,160.0,139.0,264.0,264.0
Grasp1/color/Color_0352.bmp,160.0,139.0,264.0,264.0
Grasp1/color/Color_0353.bmp,160.0,139.0,264.0,264.0
Grasp1/color/Color_0354.bmp,159.0,139.0,264.0,264.0
Grasp1/color/Color_0355.bmp,159.0,140.0,264.0,264.0
Grasp1/color/Color_0356.bmp,159.0,140.0,264.0,264.0
Grasp2/color/Color_0001.bmp,251.0,66.0,230.0,230.0
Grasp2/color/Color_0002.bmp,251.0,66.0,230.0,230.0
Grasp2/color/Color_0003.bmp,251.0,66.0,230.0,230.0
Grasp2/color/Color_0004.bmp,251.0,66.0,230.0,230.0
Grasp2/color/Color_0005.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0006.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0007.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0008.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0009.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0010.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0011.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0012.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0013.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0014.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0015.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0016.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0017.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0018.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0019.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0020.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0021.bmp,253.0,66.0,230.0,230.0
Grasp2/color/Color_0022.bmp,252.0,66.0,230.0,230.0
Grasp2/color/Color_0023.bmp,252.0,67.0,230.0,230.0
Grasp2/color/Color_0024.bmp,252.0,68.0,230.0,230.0
Grasp2/color/Color_0025.bmp,252.0,68.0,230.0,230.0
Grasp2/color/Color_0026.bmp,252.0,68.0,230.0,230.0
Grasp2/color/Color_0027.bmp,250.0,70.0,230.0,230.0
Grasp2/color/Color_0028.bmp,250.0,70.0,230.0,230.0
Grasp2/color/Color_0029.bmp,247.0,73.0,230.0,230.0
Grasp2/color/Color_0030.bmp,247.0,73.0,230.0,230.0
Grasp2/color/Color_0031.bmp,247.0,73.0,230.0,230.0
Grasp2/color/Color_0032.bmp,243.0,79.0,230.0,230.0
Grasp2/color/Color_0033.bmp,243.0,79.0,230.0,230.0
Grasp2/color/Color_0034.bmp,238.0,86.0,230.0,230.0
Grasp2/color/Color_0035.bmp,238.0,86.0,230.0,230.0
Grasp2/color/Color_0036.bmp,236.0,92.0,230.0,230.0
Grasp2/color/Color_0037.bmp,236.0,92.0,230.0,230.0
Grasp2/color/Color_0038.bmp,236.0,93.0,230.0,230.0
Grasp2/color/Color_0039.bmp,232.0,98.0,230.0,230.0
Grasp2/color/Color_0040.bmp,232.0,99.0,230.0,230.0
Grasp2/color/Color_0041.bmp,227.0,103.0,230.0,230.0
Grasp2/color/Color_0042.bmp,227.0,104.0,230.0,230.0
Grasp2/color/Color_0043.bmp,225.0,107.0,230.0,230.0
Grasp2/color/Color_0044.bmp,225.0,107.0,230.0,230.0
Grasp2/color/Color_0045.bmp,220.0,109.0,230.0,230.0
Grasp2/color/Color_0046.bmp,219.0,110.0,230.0,230.0
Grasp2/color/Color_0047.bmp,220.0,110.0,230.0,230.0
Grasp2/color/Color_0048.bmp,217.0,113.0,230.0,230.0
Grasp2/color/Color_0049.bmp,218.0,112.0,230.0,230.0
Grasp2/color/Color_0050.bmp,217.0,115.0,230.0,230.0
Grasp2/color/Color_0051.bmp,216.0,115.0,230.0,230.0
Grasp2/color/Color_0052.bmp,216.0,115.0,230.0,230.0
Grasp2/color/Color_0053.bmp,214.0,115.0,230.0,230.0
Grasp2/color/Color_0054.bmp,214.0,116.0,230.0,230.0
Grasp2/color/Color_0055.bmp,210.0,120.0,230.0,230.0
